Ki,T_error,d_term,i_term,time,T_err_sum,Kd,l_on,Temperature,pidVal,T_set,Kp,dT_err,p_term,Start=2018-04-08 19:58
0.0,-1.625,0.0,0.0,0.0,-1.625,-125.0,True,58.375,0.0,60.0,-1.0,0.0,0.0
0.0,-1.6880000000000024,0.7875000000000298,-0.0,10.0,-3.3130000000000024,-125.0,True,58.312,2.4755000000000322,60.0,-1.0,-0.006300000000000239,1.6880000000000024
0.0,-2.375,8.58749999999997,-0.0,20.0,-5.688000000000002,-125.0,True,57.625,10.96249999999997,60.0,-1.0,-0.06869999999999976,2.375
0.0,-2.75,4.6875,-0.0,30.0,-8.438000000000002,-125.0,True,57.25,7.4375,60.0,-1.0,-0.0375,2.75
0.0,-2.75,-0.0,-0.0,40.0,-11.188000000000002,-125.0,True,57.25,2.75,60.0,-1.0,0.0,2.75
0.0,-2.8130000000000024,0.7875000000000298,-0.0,50.0,-14.001000000000005,-125.0,True,57.187,3.6005000000000322,60.0,-1.0,-0.006300000000000239,2.8130000000000024
0.0,-2.1880000000000024,-7.8125,-0.0,60.0,-16.189000000000007,-125.0,False,57.812,-5.624499999999998,60.0,-1.0,0.0625,2.1880000000000024
0.0,-2.0,-2.35000000000003,-0.0,70.0,-18.189000000000007,-125.0,False,58.0,-0.35000000000002984,60.0,-1.0,0.01880000000000024,2.0
0.0,-2.0,-0.0,-0.0,80.0,-20.189000000000007,-125.0,True,58.0,2.0,60.0,-1.0,0.0,2.0
0.0,-2.125,1.5625,-0.0,90.0,-22.314000000000007,-125.0,True,57.875,3.6875,60.0,-1.0,-0.0125,2.125
0.0,-2.1880000000000024,0.7875000000000298,-0.0,100.0,-24.50200000000001,-125.0,True,57.812,2.9755000000000322,60.0,-1.0,-0.006300000000000239,2.1880000000000024
0.0,-2.3130000000000024,1.5625,-0.0,110.0,-26.815000000000012,-125.0,True,57.687,3.8755000000000024,60.0,-1.0,-0.0125,2.3130000000000024
0.0,-2.4380000000000024,1.5625,-0.0,120.0,-29.253000000000014,-125.0,True,57.562,4.000500000000002,60.0,-1.0,-0.0125,2.4380000000000024
0.0,-2.5,0.7749999999999702,-0.0,130.0,-31.753000000000014,-125.0,True,57.5,3.27499999999997,60.0,-1.0,-0.006199999999999761,2.5
0.0,-2.5630000000000024,0.7875000000000298,-0.0,140.0,-34.31600000000002,-125.0,True,57.437,3.3505000000000322,60.0,-1.0,-0.006300000000000239,2.5630000000000024
0.0,-2.625,0.7749999999999702,-0.0,150.0,-36.94100000000002,-125.0,True,57.375,3.39999999999997,60.0,-1.0,-0.006199999999999761,2.625
0.0,-2.75,1.5625,-0.0,160.0,-39.69100000000002,-125.0,True,57.25,4.3125,60.0,-1.0,-0.0125,2.75
0.0,-2.8130000000000024,0.7875000000000298,-0.0,170.0,-42.50400000000002,-125.0,True,57.187,3.6005000000000322,60.0,-1.0,-0.006300000000000239,2.8130000000000024
0.0,-2.875,0.7749999999999702,-0.0,180.0,-45.37900000000002,-125.0,True,57.125,3.64999999999997,60.0,-1.0,-0.006199999999999761,2.875
0.0,-2.875,-0.0,-0.0,190.0,-48.25400000000002,-125.0,True,57.125,2.875,60.0,-1.0,0.0,2.875
0.0,-2.9380000000000024,0.7875000000000298,-0.0,200.0,-51.19200000000002,-125.0,True,57.062,3.7255000000000322,60.0,-1.0,-0.006300000000000239,2.9380000000000024
0.0,-2.9380000000000024,-0.0,-0.0,210.0,-54.130000000000024,-125.0,True,57.062,2.9380000000000024,60.0,-1.0,0.0,2.9380000000000024
0.0,-3.0,0.7749999999999702,-0.0,220.0,-57.130000000000024,-125.0,True,57.0,3.77499999999997,60.0,-1.0,-0.006199999999999761,3.0
0.0,-3.0630000000000024,0.7875000000000298,-0.0,230.0,-60.193000000000026,-125.0,True,56.937,3.8505000000000322,60.0,-1.0,-0.006300000000000239,3.0630000000000024
0.0,-3.125,0.7749999999999702,-0.0,240.0,-63.318000000000026,-125.0,True,56.875,3.89999999999997,60.0,-1.0,-0.006199999999999761,3.125
0.0,-3.0630000000000024,-0.7749999999999702,-0.0,250.0,-66.38100000000003,-125.0,True,56.937,2.2880000000000322,60.0,-1.0,0.006199999999999761,3.0630000000000024
0.0,-3.0630000000000024,-0.0,-0.0,260.0,-69.44400000000003,-125.0,True,56.937,3.0630000000000024,60.0,-1.0,0.0,3.0630000000000024
0.0,-3.0630000000000024,-0.0,-0.0,270.0,-72.50700000000003,-125.0,True,56.937,3.0630000000000024,60.0,-1.0,0.0,3.0630000000000024
0.0,-3.0630000000000024,-0.0,-0.0,280.0,-75.57000000000004,-125.0,True,56.937,3.0630000000000024,60.0,-1.0,0.0,3.0630000000000024
0.0,-3.0630000000000024,-0.0,-0.0,290.0,-78.63300000000004,-125.0,True,56.937,3.0630000000000024,60.0,-1.0,0.0,3.0630000000000024
0.0,-3.125,0.7749999999999702,-0.0,300.0,-81.75800000000004,-125.0,True,56.875,3.89999999999997,60.0,-1.0,-0.006199999999999761,3.125
0.0,-3.125,-0.0,-0.0,310.0,-84.88300000000004,-125.0,True,56.875,3.125,60.0,-1.0,0.0,3.125
0.0,-3.1880000000000024,0.7875000000000298,-0.0,320.0,-88.07100000000004,-125.0,True,56.812,3.9755000000000322,60.0,-1.0,-0.006300000000000239,3.1880000000000024
0.0,-3.1880000000000024,-0.0,-0.0,330.0,-91.25900000000004,-125.0,True,56.812,3.1880000000000024,60.0,-1.0,0.0,3.1880000000000024
