Temperature,l_on,Kp,p_term,pidVal,time,T_err_sum,d_term,Ki,i_term,Kd,dT_err,T_set,T_error,Start=2018-04-08 13:40
72.437,True,-1.0,0.0,0.0,0.0,-14.563000000000002,0.0,0.0,0.0,-100.0,0.0,87.0,-14.563000000000002
72.437,True,-1.0,14.563000000000002,14.563000000000002,10.0,-29.126000000000005,-0.0,0.0,-0.0,-100.0,0.0,87.0,-14.563000000000002
72.375,True,-1.0,14.625,15.244999999999976,20.0,-43.751000000000005,0.6199999999999761,0.0,-0.0,-100.0,-0.006199999999999761,87.0,-14.625
72.375,True,-1.0,14.625,14.625,30.0,-58.376000000000005,-0.0,0.0,-0.0,-100.0,0.0,87.0,-14.625
73.687,True,-1.0,13.313000000000002,0.19300000000002626,40.0,-71.68900000000001,-13.119999999999976,0.0,-0.0,-100.0,0.13119999999999976,87.0,-13.313000000000002
73.875,True,-1.0,13.125,11.244999999999976,50.0,-84.81400000000001,-1.880000000000024,0.0,-0.0,-100.0,0.01880000000000024,87.0,-13.125
73.875,True,-1.0,13.125,13.125,60.0,-97.93900000000001,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.125
73.937,True,-1.0,13.063000000000002,12.443000000000026,70.0,-111.00200000000001,-0.6199999999999761,0.0,-0.0,-100.0,0.006199999999999761,87.0,-13.063000000000002
73.937,True,-1.0,13.063000000000002,13.063000000000002,80.0,-124.06500000000001,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.063000000000002
73.812,True,-1.0,13.188000000000002,14.438000000000002,90.0,-137.25300000000001,1.25,0.0,-0.0,-100.0,-0.0125,87.0,-13.188000000000002
73.687,True,-1.0,13.313000000000002,14.563000000000002,100.0,-150.56600000000003,1.25,0.0,-0.0,-100.0,-0.0125,87.0,-13.313000000000002
73.562,True,-1.0,13.438000000000002,14.688000000000002,110.0,-164.00400000000002,1.25,0.0,-0.0,-100.0,-0.0125,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,120.0,-177.442,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,130.0,-190.88,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,140.0,-204.31799999999998,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,150.0,-217.75599999999997,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,160.0,-231.19399999999996,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,170.0,-244.63199999999995,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,180.0,-258.06999999999994,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,190.0,-271.5079999999999,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.562,True,-1.0,13.438000000000002,13.438000000000002,200.0,-284.9459999999999,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.438000000000002
73.5,True,-1.0,13.5,14.119999999999976,210.0,-298.4459999999999,0.6199999999999761,0.0,-0.0,-100.0,-0.006199999999999761,87.0,-13.5
73.562,True,-1.0,13.438000000000002,12.818000000000026,220.0,-311.8839999999999,-0.6199999999999761,0.0,-0.0,-100.0,0.006199999999999761,87.0,-13.438000000000002
73.625,True,-1.0,13.375,12.744999999999976,230.0,-325.2589999999999,-0.6300000000000239,0.0,-0.0,-100.0,0.006300000000000239,87.0,-13.375
73.687,True,-1.0,13.313000000000002,12.693000000000026,240.0,-338.5719999999999,-0.6199999999999761,0.0,-0.0,-100.0,0.006199999999999761,87.0,-13.313000000000002
73.75,True,-1.0,13.25,12.619999999999976,250.0,-351.8219999999999,-0.6300000000000239,0.0,-0.0,-100.0,0.006300000000000239,87.0,-13.25
73.812,True,-1.0,13.188000000000002,12.568000000000026,260.0,-365.0099999999999,-0.6199999999999761,0.0,-0.0,-100.0,0.006199999999999761,87.0,-13.188000000000002
73.812,True,-1.0,13.188000000000002,13.188000000000002,270.0,-378.19799999999987,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.188000000000002
73.812,True,-1.0,13.188000000000002,13.188000000000002,280.0,-391.38599999999985,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.188000000000002
73.75,True,-1.0,13.25,13.869999999999976,290.0,-404.63599999999985,0.6199999999999761,0.0,-0.0,-100.0,-0.006199999999999761,87.0,-13.25
73.812,True,-1.0,13.188000000000002,12.568000000000026,300.0,-417.82399999999984,-0.6199999999999761,0.0,-0.0,-100.0,0.006199999999999761,87.0,-13.188000000000002
73.812,True,-1.0,13.188000000000002,13.188000000000002,310.0,-431.01199999999983,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.188000000000002
73.875,True,-1.0,13.125,12.494999999999976,320.0,-444.13699999999983,-0.6300000000000239,0.0,-0.0,-100.0,0.006300000000000239,87.0,-13.125
73.875,True,-1.0,13.125,13.125,330.0,-457.26199999999983,-0.0,0.0,-0.0,-100.0,0.0,87.0,-13.125
73.937,True,-1.0,13.063000000000002,12.443000000000026,340.0,-470.3249999999998,-0.6199999999999761,0.0,-0.0,-100.0,0.006199999999999761,87.0,-13.063000000000002
