T_set,Kd,i_term,Temperature,p_term,dT_err,l_on,time,Ki,T_error,pidVal,Kp,d_term,T_err_sum,Start=2018-04-04 22:04
60.0,-100.0,0.0,16.437,0.0,0.0,True,0.0,0.0,-43.563,0.0,-1.0,0.0,-43.563
60.0,-100.0,-0.0,16.437,43.563,0.0,True,10.0,0.0,-43.563,43.563,-1.0,-0.0,-87.126
60.0,-100.0,-0.0,16.5,43.5,0.006300000000000239,True,20.0,0.0,-43.5,42.869999999999976,-1.0,-0.6300000000000239,-130.626
60.0,-100.0,-0.0,16.5,43.5,0.0,True,30.0,0.0,-43.5,43.5,-1.0,-0.0,-174.126
60.0,-100.0,-0.0,16.5,43.5,0.0,True,40.0,0.0,-43.5,43.5,-1.0,-0.0,-217.626
60.0,-100.0,-0.0,13.125,46.875,-0.3375,True,50.0,0.0,-46.875,80.625,-1.0,33.75,-264.501
60.0,-100.0,-0.0,11.062,48.938,-0.20630000000000023,True,60.0,0.0,-48.938,69.56800000000003,-1.0,20.630000000000024,-313.43899999999996
60.0,-100.0,-0.0,10.562,49.438,-0.05,True,70.0,0.0,-49.438,54.438,-1.0,5.0,-362.87699999999995
60.0,-100.0,-0.0,10.437,49.563,-0.0125,True,80.0,0.0,-49.563,50.813,-1.0,1.25,-412.43999999999994
60.0,-100.0,-0.0,10.437,49.563,0.0,True,90.0,0.0,-49.563,49.563,-1.0,-0.0,-462.00299999999993
60.0,-100.0,-0.0,10.562,49.438,0.0125,True,100.0,0.0,-49.438,48.188,-1.0,-1.25,-511.4409999999999
60.0,-100.0,-0.0,10.562,49.438,0.0,True,110.0,0.0,-49.438,49.438,-1.0,-0.0,-560.8789999999999
60.0,-100.0,-0.0,10.625,49.375,0.006300000000000239,True,120.0,0.0,-49.375,48.744999999999976,-1.0,-0.6300000000000239,-610.2539999999999
60.0,-100.0,-0.0,10.687,49.313,0.006199999999999761,True,130.0,0.0,-49.313,48.693000000000026,-1.0,-0.6199999999999761,-659.5669999999999
60.0,-100.0,-0.0,10.75,49.25,0.006300000000000239,True,140.0,0.0,-49.25,48.619999999999976,-1.0,-0.6300000000000239,-708.8169999999999
60.0,-100.0,-0.0,10.812,49.188,0.006199999999999761,True,150.0,0.0,-49.188,48.568000000000026,-1.0,-0.6199999999999761,-758.0049999999999
60.0,-100.0,-0.0,10.812,49.188,0.0,True,160.0,0.0,-49.188,49.188,-1.0,-0.0,-807.1929999999999
60.0,-100.0,-0.0,10.812,49.188,0.0,True,170.0,0.0,-49.188,49.188,-1.0,-0.0,-856.3809999999999
60.0,-100.0,-0.0,10.875,49.125,0.006300000000000239,True,180.0,0.0,-49.125,48.494999999999976,-1.0,-0.6300000000000239,-905.5059999999999
60.0,-100.0,-0.0,10.937,49.063,0.006199999999999761,True,190.0,0.0,-49.063,48.443000000000026,-1.0,-0.6199999999999761,-954.5689999999998
60.0,-100.0,-0.0,11.0,49.0,0.006300000000000239,True,200.0,0.0,-49.0,48.369999999999976,-1.0,-0.6300000000000239,-1003.5689999999998
60.0,-100.0,-0.0,11.125,48.875,0.0125,True,210.0,0.0,-48.875,47.625,-1.0,-1.25,-1052.444
60.0,-100.0,-0.0,11.187,48.813,0.006199999999999761,True,220.0,0.0,-48.813,48.193000000000026,-1.0,-0.6199999999999761,-1101.257
60.0,-100.0,-0.0,11.25,48.75,0.006300000000000239,True,230.0,0.0,-48.75,48.119999999999976,-1.0,-0.6300000000000239,-1150.007
60.0,-100.0,-0.0,11.375,48.625,0.0125,True,240.0,0.0,-48.625,47.375,-1.0,-1.25,-1198.632
60.0,-100.0,-0.0,11.5,48.5,0.0125,True,250.0,0.0,-48.5,47.25,-1.0,-1.25,-1247.132
60.0,-100.0,-0.0,11.562,48.438,0.006199999999999761,True,260.0,0.0,-48.438,47.818000000000026,-1.0,-0.6199999999999761,-1295.5700000000002
60.0,-100.0,-0.0,11.687,48.313,0.0125,True,270.0,0.0,-48.313,47.063,-1.0,-1.25,-1343.8830000000003
60.0,-100.0,-0.0,11.75,48.25,0.006300000000000239,True,280.0,0.0,-48.25,47.619999999999976,-1.0,-0.6300000000000239,-1392.1330000000003
60.0,-100.0,-0.0,11.812,48.188,0.006199999999999761,True,290.0,0.0,-48.188,47.568000000000026,-1.0,-0.6199999999999761,-1440.3210000000004
60.0,-100.0,-0.0,11.875,48.125,0.006300000000000239,True,300.0,0.0,-48.125,47.494999999999976,-1.0,-0.6300000000000239,-1488.4460000000004
60.0,-100.0,-0.0,12.0,48.0,0.0125,True,310.0,0.0,-48.0,46.75,-1.0,-1.25,-1536.4460000000004
60.0,-100.0,-0.0,12.062,47.938,0.006199999999999761,True,320.0,0.0,-47.938,47.318000000000026,-1.0,-0.6199999999999761,-1584.3840000000005
60.0,-100.0,-0.0,12.187,47.813,0.0125,True,330.0,0.0,-47.813,46.563,-1.0,-1.25,-1632.1970000000006
60.0,-100.0,-0.0,12.312,47.688,0.0125,True,340.0,0.0,-47.688,46.438,-1.0,-1.25,-1679.8850000000007
60.0,-100.0,-0.0,12.5,47.5,0.01880000000000024,True,350.0,0.0,-47.5,45.619999999999976,-1.0,-1.880000000000024,-1727.3850000000007
60.0,-100.0,-0.0,12.625,47.375,0.0125,True,360.0,0.0,-47.375,46.125,-1.0,-1.25,-1774.7600000000007
60.0,-100.0,-0.0,12.687,47.313,0.006199999999999761,True,370.0,0.0,-47.313,46.693000000000026,-1.0,-0.6199999999999761,-1822.0730000000008
60.0,-100.0,-0.0,12.75,47.25,0.006300000000000239,True,380.0,0.0,-47.25,46.619999999999976,-1.0,-0.6300000000000239,-1869.3230000000008
60.0,-100.0,-0.0,12.875,47.125,0.0125,True,390.0,0.0,-47.125,45.875,-1.0,-1.25,-1916.4480000000008
60.0,-100.0,-0.0,13.0,47.0,0.0125,True,400.0,0.0,-47.0,45.75,-1.0,-1.25,-1963.4480000000008
60.0,-100.0,-0.0,13.187,46.813,0.018699999999999762,True,410.0,0.0,-46.813,44.943000000000026,-1.0,-1.8699999999999761,-2010.2610000000009
