l_on,T_err_sum,time,dT_err,T_error,i_term,p_term,Ki,Temperature,T_set,pidVal,Kd,Kp,d_term,Start=2018-04-15 17:54
True,-0.1880000000000024,0.0,0.0,-0.1880000000000024,0.0,0.0,0.0,59.812,60.0,0.0,-400.0,-0.5,0.0
False,-0.3130000000000024,10.0,0.006300000000000239,-0.125,-0.0,0.0625,0.0,59.875,60.0,-2.4575000000000955,-400.0,-0.5,-2.5200000000000955
True,-0.4380000000000024,20.0,0.0,-0.125,-0.0,0.0625,0.0,59.875,60.0,0.0625,-400.0,-0.5,-0.0
False,-0.5010000000000048,30.0,0.006199999999999761,-0.06300000000000239,-0.0,0.031500000000001194,0.0,59.937,60.0,-2.4484999999999033,-400.0,-0.5,-2.4799999999999045
True,-0.5640000000000072,40.0,0.0,-0.06300000000000239,-0.0,0.031500000000001194,0.0,59.937,60.0,0.031500000000001194,-400.0,-0.5,-0.0
True,-0.6270000000000095,50.0,0.0,-0.06300000000000239,-0.0,0.031500000000001194,0.0,59.937,60.0,0.031500000000001194,-400.0,-0.5,-0.0
True,-0.6900000000000119,60.0,0.0,-0.06300000000000239,-0.0,0.031500000000001194,0.0,59.937,60.0,0.031500000000001194,-400.0,-0.5,-0.0
True,-0.7530000000000143,70.0,0.0,-0.06300000000000239,-0.0,0.031500000000001194,0.0,59.937,60.0,0.031500000000001194,-400.0,-0.5,-0.0
True,-0.8160000000000167,80.0,0.0,-0.06300000000000239,-0.0,0.031500000000001194,0.0,59.937,60.0,0.031500000000001194,-400.0,-0.5,-0.0
False,-0.8160000000000167,90.0,0.006300000000000239,0.0,-0.0,-0.0,0.0,60.0,60.0,-2.5200000000000955,-400.0,-0.5,-2.5200000000000955
False,-0.8160000000000167,100.0,0.0,0.0,-0.0,-0.0,0.0,60.0,60.0,-0.0,-400.0,-0.5,-0.0
False,-0.8160000000000167,110.0,0.0,0.0,-0.0,-0.0,0.0,60.0,60.0,-0.0,-400.0,-0.5,-0.0
False,-0.8160000000000167,120.0,0.0,0.0,-0.0,-0.0,0.0,60.0,60.0,-0.0,-400.0,-0.5,-0.0
True,-0.9410000000000167,130.0,-0.0125,-0.125,-0.0,0.0625,0.0,59.875,60.0,5.0625,-400.0,-0.5,5.0
True,-1.5660000000000167,140.0,-0.05,-0.625,-0.0,0.3125,0.0,59.375,60.0,20.3125,-400.0,-0.5,20.0
True,-2.379000000000019,150.0,-0.01880000000000024,-0.8130000000000024,-0.0,0.4065000000000012,0.0,59.187,60.0,7.926500000000098,-400.0,-0.5,7.520000000000096
