T_set,Ki,i_term,dT_err,Temperature,T_error,Kd,p_term,T_err_sum,Kp,pidVal,d_term,l_on,time,Start=2018-04-20 11:43
69.0,0.0,0.0,0.0,65.5,-3.5,-100.0,0.0,-3.5,-1.0,0.0,0.0,True,0.0
69.0,0.0,-0.0,0.0,65.5,-3.5,-100.0,3.5,-7.0,-1.0,3.5,-0.0,True,10.0
69.0,0.0,-0.0,0.006199999999999761,65.562,-3.4380000000000024,-100.0,3.4380000000000024,-10.438000000000002,-1.0,2.8180000000000263,-0.6199999999999761,True,20.0
69.0,0.0,-0.0,0.0,65.562,-3.4380000000000024,-100.0,3.4380000000000024,-13.876000000000005,-1.0,3.4380000000000024,-0.0,True,30.0
69.0,0.0,-0.0,0.006300000000000239,65.625,-3.375,-100.0,3.375,-17.251000000000005,-1.0,2.744999999999976,-0.6300000000000239,True,40.0
69.0,0.0,-0.0,0.0,65.625,-3.375,-100.0,3.375,-20.626000000000005,-1.0,3.375,-0.0,True,50.0
69.0,0.0,-0.0,0.006199999999999761,65.687,-3.3130000000000024,-100.0,3.3130000000000024,-23.939000000000007,-1.0,2.6930000000000263,-0.6199999999999761,True,60.0
69.0,0.0,-0.0,0.006300000000000239,65.75,-3.25,-100.0,3.25,-27.189000000000007,-1.0,2.619999999999976,-0.6300000000000239,True,70.0
69.0,0.0,-0.0,0.0,65.75,-3.25,-100.0,3.25,-30.439000000000007,-1.0,3.25,-0.0,True,80.0
69.0,0.0,-0.0,0.006199999999999761,65.812,-3.1880000000000024,-100.0,3.1880000000000024,-33.62700000000001,-1.0,2.5680000000000263,-0.6199999999999761,True,90.0
69.0,0.0,-0.0,0.006300000000000239,65.875,-3.125,-100.0,3.125,-36.75200000000001,-1.0,2.494999999999976,-0.6300000000000239,True,100.0
69.0,0.0,-0.0,0.0,65.875,-3.125,-100.0,3.125,-39.87700000000001,-1.0,3.125,-0.0,True,110.0
69.0,0.0,-0.0,0.0125,66.0,-3.0,-100.0,3.0,-42.87700000000001,-1.0,1.75,-1.25,True,120.0
69.0,0.0,-0.0,0.0,66.0,-3.0,-100.0,3.0,-45.87700000000001,-1.0,3.0,-0.0,True,130.0
69.0,0.0,-0.0,0.0,66.0,-3.0,-100.0,3.0,-48.87700000000001,-1.0,3.0,-0.0,True,140.0
69.0,0.0,-0.0,0.006199999999999761,66.062,-2.9380000000000024,-100.0,2.9380000000000024,-51.81500000000001,-1.0,2.3180000000000263,-0.6199999999999761,True,150.0
69.0,0.0,-0.0,0.006300000000000239,66.125,-2.875,-100.0,2.875,-54.69000000000001,-1.0,2.244999999999976,-0.6300000000000239,True,160.0
69.0,0.0,-0.0,0.006199999999999761,66.187,-2.8130000000000024,-100.0,2.8130000000000024,-57.503000000000014,-1.0,2.1930000000000263,-0.6199999999999761,True,170.0
69.0,0.0,-0.0,0.006300000000000239,66.25,-2.75,-100.0,2.75,-60.253000000000014,-1.0,2.119999999999976,-0.6300000000000239,True,180.0
69.0,0.0,-0.0,0.0,66.25,-2.75,-100.0,2.75,-63.003000000000014,-1.0,2.75,-0.0,True,190.0
69.0,0.0,-0.0,0.006199999999999761,66.312,-2.6880000000000024,-100.0,2.6880000000000024,-65.69100000000002,-1.0,2.0680000000000263,-0.6199999999999761,True,200.0
69.0,0.0,-0.0,0.0125,66.437,-2.5630000000000024,-100.0,2.5630000000000024,-68.25400000000002,-1.0,1.3130000000000024,-1.25,True,210.0
69.0,0.0,-0.0,0.006300000000000239,66.5,-2.5,-100.0,2.5,-70.75400000000002,-1.0,1.8699999999999761,-0.6300000000000239,True,220.0
69.0,0.0,-0.0,0.0,66.5,-2.5,-100.0,2.5,-73.25400000000002,-1.0,2.5,-0.0,True,230.0
69.0,0.0,-0.0,0.0125,66.625,-2.375,-100.0,2.375,-75.62900000000002,-1.0,1.125,-1.25,True,240.0
69.0,0.0,-0.0,0.006199999999999761,66.687,-2.3130000000000024,-100.0,2.3130000000000024,-77.94200000000002,-1.0,1.6930000000000263,-0.6199999999999761,True,250.0
69.0,0.0,-0.0,0.006300000000000239,66.75,-2.25,-100.0,2.25,-80.19200000000002,-1.0,1.6199999999999761,-0.6300000000000239,True,260.0
69.0,0.0,-0.0,0.006199999999999761,66.812,-2.1880000000000024,-100.0,2.1880000000000024,-82.38000000000002,-1.0,1.5680000000000263,-0.6199999999999761,True,270.0
69.0,0.0,-0.0,0.0,66.812,-2.1880000000000024,-100.0,2.1880000000000024,-84.56800000000003,-1.0,2.1880000000000024,-0.0,True,280.0
