l_on,Kd,T_set,T_err_sum,p_term,i_term,Temperature,dT_err,pidVal,Kp,T_error,d_term,Ki,time,Start=2018-04-20 11:38
True,-100.0,69.0,-4.813000000000002,0.0,0.0,64.187,0.0,0.0,-1.0,-4.813000000000002,0.0,0.0,0.0
-100.0,4.119999999999976,-1.0,69.0,0.0,-0.0,-9.563000000000002,-4.75,10.0,True,4.75,64.25,0.006300000000000239,-0.6300000000000239
True,-100.0,69.0,-9.563000000000002,4.75,-0.0,64.25,0.006300000000000239,4.119999999999976,-1.0,-4.75,-0.6300000000000239,0.0,10.0
-100.0,4.75,-1.0,69.0,0.0,-0.0,-14.313000000000002,-4.75,20.0,True,4.75,64.25,0.0,-0.0
True,-100.0,69.0,-14.313000000000002,4.75,-0.0,64.25,0.0,4.75,-1.0,-4.75,-0.0,0.0,20.0
-100.0,3.375,-1.0,69.0,0.0,-0.0,-18.938000000000002,-4.625,30.0,True,4.625,64.375,0.0125,-1.25
True,-100.0,69.0,-18.938000000000002,4.625,-0.0,64.375,0.0125,3.375,-1.0,-4.625,-1.25,0.0,30.0
-100.0,3.25,-1.0,69.0,0.0,-0.0,-23.438000000000002,-4.5,40.0,True,4.5,64.5,0.0125,-1.25
True,-100.0,69.0,-23.438000000000002,4.5,-0.0,64.5,0.0125,3.25,-1.0,-4.5,-1.25,0.0,40.0
-100.0,3.8180000000000263,-1.0,69.0,0.0,-0.0,-27.876000000000005,-4.438000000000002,50.0,True,4.438000000000002,64.562,0.006199999999999761,-0.6199999999999761
True,-100.0,69.0,-27.876000000000005,4.438000000000002,-0.0,64.562,0.006199999999999761,3.8180000000000263,-1.0,-4.438000000000002,-0.6199999999999761,0.0,50.0
-100.0,3.744999999999976,-1.0,69.0,0.0,-0.0,-32.251000000000005,-4.375,60.0,True,4.375,64.625,0.006300000000000239,-0.6300000000000239
True,-100.0,69.0,-32.251000000000005,4.375,-0.0,64.625,0.006300000000000239,3.744999999999976,-1.0,-4.375,-0.6300000000000239,0.0,60.0
-100.0,4.375,-1.0,69.0,0.0,-0.0,-36.626000000000005,-4.375,70.0,True,4.375,64.625,0.0,-0.0
-100.0,4.375,-1.0,69.0,0.0,-0.0,-36.626000000000005,-4.375,70.0,False,4.375,64.625,0.0,-0.0
True,-100.0,69.0,-36.626000000000005,4.375,-0.0,64.625,0.0,4.375,-1.0,-4.375,-0.0,0.0,70.0
False,-100.0,69.0,-36.626000000000005,4.375,-0.0,64.625,0.0,4.375,-1.0,-4.375,-0.0,0.0,70.0
