T_err_sum,p_term,T_error,l_on,d_term,Kp,dT_err,T_set,time,Kd,Ki,pidVal,i_term,Temperature,Start=2018-04-20 11:51
-1.1880000000000024,0.0,-1.1880000000000024,True,0.0,-1.0,0.0,69.0,0.0,-100.0,0.0,0.0,0.0,67.812
-2.3760000000000048,1.1880000000000024,-1.1880000000000024,True,-0.0,-1.0,0.0,69.0,10.0,-100.0,0.0,1.1880000000000024,-0.0,67.812
-3.564000000000007,1.1880000000000024,-1.1880000000000024,True,-0.0,-1.0,0.0,69.0,20.0,-100.0,0.0,1.1880000000000024,-0.0,67.812
-4.689000000000007,1.125,-1.125,True,-0.6300000000000239,-1.0,0.006300000000000239,69.0,30.0,-100.0,0.0,0.4949999999999761,-0.0,67.875
-5.7520000000000095,1.0630000000000024,-1.0630000000000024,True,-0.6199999999999761,-1.0,0.006199999999999761,69.0,40.0,-100.0,0.0,0.44300000000002626,-0.0,67.937
-6.815000000000012,1.0630000000000024,-1.0630000000000024,True,-0.0,-1.0,0.0,69.0,50.0,-100.0,0.0,1.0630000000000024,-0.0,67.937
-7.815000000000012,1.0,-1.0,True,-0.6300000000000239,-1.0,0.006300000000000239,69.0,60.0,-100.0,0.0,0.3699999999999761,-0.0,68.0
-8.753000000000014,0.9380000000000024,-0.9380000000000024,True,-0.6199999999999761,-1.0,0.006199999999999761,69.0,70.0,-100.0,0.0,0.31800000000002626,-0.0,68.062
-9.628000000000014,0.875,-0.875,True,-0.6300000000000239,-1.0,0.006300000000000239,69.0,80.0,-100.0,0.0,0.24499999999997613,-0.0,68.125
-10.378000000000014,0.75,-0.75,False,-1.25,-1.0,0.0125,69.0,90.0,-100.0,0.0,-0.5,-0.0,68.25
-11.066000000000017,0.6880000000000024,-0.6880000000000024,True,-0.6199999999999761,-1.0,0.006199999999999761,69.0,100.0,-100.0,0.0,0.06800000000002626,-0.0,68.312
-11.629000000000019,0.5630000000000024,-0.5630000000000024,False,-1.25,-1.0,0.0125,69.0,110.0,-100.0,0.0,-0.6869999999999976,-0.0,68.437
-12.129000000000019,0.5,-0.5,False,-0.6300000000000239,-1.0,0.006300000000000239,69.0,120.0,-100.0,0.0,-0.13000000000002387,-0.0,68.5
-12.629000000000019,0.5,-0.5,True,-0.0,-1.0,0.0,69.0,130.0,-100.0,0.0,0.5,-0.0,68.5
-13.129000000000019,0.5,-0.5,True,-0.0,-1.0,0.0,69.0,140.0,-100.0,0.0,0.5,-0.0,68.5
-13.567000000000021,0.4380000000000024,-0.4380000000000024,False,-0.6199999999999761,-1.0,0.006199999999999761,69.0,150.0,-100.0,0.0,-0.18199999999997374,-0.0,68.562
-13.942000000000021,0.375,-0.375,False,-0.6300000000000239,-1.0,0.006300000000000239,69.0,160.0,-100.0,0.0,-0.2550000000000239,-0.0,68.625
