Temperature,d_term,T_error,pidVal,i_term,T_set,l_on,time,dT_err,p_term,Start=2018-03-26 13:54
52.0,0.0,-8.0,0.0,0.0,60.0,True,0.0,0.0,0.0
52.062,-0.6199999999999761,-7.938000000000002,7.318000000000026,-0.0,60.0,True,10.0,0.006199999999999761,7.938000000000002
52.062,-0.0,-7.938000000000002,7.938000000000002,-0.0,60.0,True,20.0,0.0,7.938000000000002
52.062,-0.0,-7.938000000000002,7.938000000000002,-0.0,60.0,True,30.0,0.0,7.938000000000002
52.062,-0.0,-7.938000000000002,7.938000000000002,-0.0,60.0,True,40.0,0.0,7.938000000000002
52.062,-0.0,-7.938000000000002,7.938000000000002,-0.0,60.0,True,50.0,0.0,7.938000000000002
52.062,-0.0,-7.938000000000002,7.938000000000002,-0.0,60.0,True,60.0,0.0,7.938000000000002
52.062,-0.0,-7.938000000000002,7.938000000000002,-0.0,60.0,True,70.0,0.0,7.938000000000002
52.125,-0.6300000000000239,-7.875,7.244999999999976,-0.0,60.0,True,80.0,0.006300000000000239,7.875
52.125,-0.0,-7.875,7.875,-0.0,60.0,True,90.0,0.0,7.875
52.125,-0.0,-7.875,7.875,-0.0,60.0,True,100.0,0.0,7.875
52.187,-0.6199999999999761,-7.813000000000002,7.193000000000026,-0.0,60.0,True,110.0,0.006199999999999761,7.813000000000002
52.187,-0.0,-7.813000000000002,7.813000000000002,-0.0,60.0,True,120.0,0.0,7.813000000000002
52.25,-0.6300000000000239,-7.75,7.119999999999976,-0.0,60.0,True,130.0,0.006300000000000239,7.75
52.25,-0.0,-7.75,7.75,-0.0,60.0,True,140.0,0.0,7.75
52.312,-0.6199999999999761,-7.688000000000002,7.068000000000026,-0.0,60.0,True,150.0,0.006199999999999761,7.688000000000002
52.375,-0.6300000000000239,-7.625,6.994999999999976,-0.0,60.0,True,160.0,0.006300000000000239,7.625
52.437,-0.6199999999999761,-7.563000000000002,6.943000000000026,-0.0,60.0,True,170.0,0.006199999999999761,7.563000000000002
52.437,-0.0,-7.563000000000002,7.563000000000002,-0.0,60.0,True,180.0,0.0,7.563000000000002
52.5,-0.6300000000000239,-7.5,6.869999999999976,-0.0,60.0,True,190.0,0.006300000000000239,7.5
52.562,-0.6199999999999761,-7.438000000000002,6.818000000000026,-0.0,60.0,True,200.0,0.006199999999999761,7.438000000000002
52.625,-0.6300000000000239,-7.375,6.744999999999976,-0.0,60.0,True,210.0,0.006300000000000239,7.375
52.687,-0.6199999999999761,-7.313000000000002,6.693000000000026,-0.0,60.0,True,220.0,0.006199999999999761,7.313000000000002
52.75,-0.6300000000000239,-7.25,6.619999999999976,-0.0,60.0,True,230.0,0.006300000000000239,7.25
52.812,-0.6199999999999761,-7.188000000000002,6.568000000000026,-0.0,60.0,True,240.0,0.006199999999999761,7.188000000000002
52.875,-0.6300000000000239,-7.125,6.494999999999976,-0.0,60.0,True,250.0,0.006300000000000239,7.125
52.937,-0.6199999999999761,-7.063000000000002,6.443000000000026,-0.0,60.0,True,260.0,0.006199999999999761,7.063000000000002
53.0,-0.6300000000000239,-7.0,6.369999999999976,-0.0,60.0,True,270.0,0.006300000000000239,7.0
53.125,-1.25,-6.875,5.625,-0.0,60.0,True,280.0,0.0125,6.875
53.187,-0.6199999999999761,-6.813000000000002,6.193000000000026,-0.0,60.0,True,290.0,0.006199999999999761,6.813000000000002
53.25,-0.6300000000000239,-6.75,6.119999999999976,-0.0,60.0,True,300.0,0.006300000000000239,6.75
53.312,-0.6199999999999761,-6.688000000000002,6.068000000000026,-0.0,60.0,True,310.0,0.006199999999999761,6.688000000000002
