T_set,p_term,i_term,l_on,Ki,pidVal,Kp,T_err_sum,dT_err,T_error,Temperature,d_term,time,Kd,Start=2018-04-20 11:42
69.0,0.0,0.0,True,0.0,0.0,-1.0,-3.6880000000000024,0.0,-3.6880000000000024,65.312,0.0,0.0,-100.0
-100.0,-0.0,3.6880000000000024,65.312,0.0,0.0,-7.376000000000005,-0.0,True,3.6880000000000024,10.0,-1.0,-3.6880000000000024,69.0
69.0,3.6880000000000024,-0.0,True,0.0,3.6880000000000024,-1.0,-7.376000000000005,0.0,-3.6880000000000024,65.312,-0.0,10.0,-100.0
-100.0,-0.0,3.6880000000000024,65.312,0.0,0.0,-11.064000000000007,-0.0,True,3.6880000000000024,20.0,-1.0,-3.6880000000000024,69.0
69.0,3.6880000000000024,-0.0,True,0.0,3.6880000000000024,-1.0,-11.064000000000007,0.0,-3.6880000000000024,65.312,-0.0,20.0,-100.0
-100.0,-0.0,3.6880000000000024,65.312,0.0,0.0,-14.75200000000001,-0.0,True,3.6880000000000024,30.0,-1.0,-3.6880000000000024,69.0
69.0,3.6880000000000024,-0.0,True,0.0,3.6880000000000024,-1.0,-14.75200000000001,0.0,-3.6880000000000024,65.312,-0.0,30.0,-100.0
-100.0,-0.0,3.5630000000000024,65.437,0.0,0.0125,-18.315000000000012,-1.25,True,2.3130000000000024,40.0,-1.0,-3.5630000000000024,69.0
-100.0,-0.0,3.5630000000000024,65.437,0.0,0.0125,-18.315000000000012,-1.25,False,2.3130000000000024,40.0,-1.0,-3.5630000000000024,69.0
69.0,3.5630000000000024,-0.0,True,0.0,2.3130000000000024,-1.0,-18.315000000000012,0.0125,-3.5630000000000024,65.437,-1.25,40.0,-100.0
69.0,3.5630000000000024,-0.0,False,0.0,2.3130000000000024,-1.0,-18.315000000000012,0.0125,-3.5630000000000024,65.437,-1.25,40.0,-100.0
