i_term,pidVal,T_error,Temperature,p_term,dT_err,l_on,T_set,time,d_term,Start=2018-03-26 12:30
0.0,0.0,-27.313,22.687,0.0,0.0,True,50.0,0.0,0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,10.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,20.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,30.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,40.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,50.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,60.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,70.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,80.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,90.0,-0.0
-0.0,27.313,-27.313,22.687,27.313,0.0,True,50.0,100.0,-0.0
-0.0,26.62000000000001,-27.25,22.75,27.25,0.006299999999999884,True,50.0,110.0,-0.6299999999999883
-0.0,27.25,-27.25,22.75,27.25,0.0,True,50.0,120.0,-0.0
-0.0,26.567999999999987,-27.188,22.812,27.188,0.006200000000000117,True,50.0,130.0,-0.6200000000000117
