pidVal,Kp,p_term,i_term,dT_err,l_on,time,Ki,Temperature,T_err_sum,d_term,Kd,T_set,T_error,Start=2018-04-20 11:40
0.0,-1.0,0.0,0.0,0.0,True,0.0,0.0,64.687,-4.313000000000002,0.0,-100.0,69.0,-4.313000000000002
0.0,-0.0,4.313000000000002,-0.0,-4.313000000000002,64.687,69.0,10.0,-1.0,4.313000000000002,-100.0,True,-8.626000000000005,0.0
4.313000000000002,-1.0,4.313000000000002,-0.0,0.0,True,10.0,0.0,64.687,-8.626000000000005,-0.0,-100.0,69.0,-4.313000000000002
0.0,-0.6300000000000239,4.25,-0.0,-4.25,64.75,69.0,20.0,-1.0,3.619999999999976,-100.0,True,-12.876000000000005,0.006300000000000239
3.619999999999976,-1.0,4.25,-0.0,0.006300000000000239,True,20.0,0.0,64.75,-12.876000000000005,-0.6300000000000239,-100.0,69.0,-4.25
0.0,-0.6199999999999761,4.188000000000002,-0.0,-4.188000000000002,64.812,69.0,30.0,-1.0,3.5680000000000263,-100.0,True,-17.064000000000007,0.006199999999999761
3.5680000000000263,-1.0,4.188000000000002,-0.0,0.006199999999999761,True,30.0,0.0,64.812,-17.064000000000007,-0.6199999999999761,-100.0,69.0,-4.188000000000002
0.0,-0.0,4.188000000000002,-0.0,-4.188000000000002,64.812,69.0,40.0,-1.0,4.188000000000002,-100.0,True,-21.25200000000001,0.0
4.188000000000002,-1.0,4.188000000000002,-0.0,0.0,True,40.0,0.0,64.812,-21.25200000000001,-0.0,-100.0,69.0,-4.188000000000002
0.0,-0.0,4.188000000000002,-0.0,-4.188000000000002,64.812,69.0,50.0,-1.0,4.188000000000002,-100.0,True,-25.440000000000012,0.0
4.188000000000002,-1.0,4.188000000000002,-0.0,0.0,True,50.0,0.0,64.812,-25.440000000000012,-0.0,-100.0,69.0,-4.188000000000002
0.0,-1.25,4.063000000000002,-0.0,-4.063000000000002,64.937,69.0,60.0,-1.0,2.8130000000000024,-100.0,True,-29.503000000000014,0.0125
0.0,-1.25,4.063000000000002,-0.0,-4.063000000000002,64.937,69.0,60.0,-1.0,2.8130000000000024,-100.0,False,-29.503000000000014,0.0125
2.8130000000000024,-1.0,4.063000000000002,-0.0,0.0125,True,60.0,0.0,64.937,-29.503000000000014,-1.25,-100.0,69.0,-4.063000000000002
2.8130000000000024,-1.0,4.063000000000002,-0.0,0.0125,False,60.0,0.0,64.937,-29.503000000000014,-1.25,-100.0,69.0,-4.063000000000002
