T_set,pidVal,T_error,Temperature,i_term,time,d_term,p_term,dT_err,l_on,Start=2018-03-26 13:44
55.0,0.0,-5.938000000000002,49.062,0.0,0.0,0.0,0.0,0.0,True
55.0,5.244999999999976,-5.875,49.125,-0.0,10.0,-0.6300000000000239,5.875,0.006300000000000239,True
55.0,5.193000000000026,-5.813000000000002,49.187,-0.0,20.0,-0.6199999999999761,5.813000000000002,0.006199999999999761,True
55.0,5.119999999999976,-5.75,49.25,-0.0,30.0,-0.6300000000000239,5.75,0.006300000000000239,True
55.0,5.068000000000026,-5.688000000000002,49.312,-0.0,40.0,-0.6199999999999761,5.688000000000002,0.006199999999999761,True
55.0,4.994999999999976,-5.625,49.375,-0.0,50.0,-0.6300000000000239,5.625,0.006300000000000239,True
55.0,4.25,-5.5,49.5,-0.0,60.0,-1.25,5.5,0.0125,True
55.0,4.818000000000026,-5.438000000000002,49.562,-0.0,70.0,-0.6199999999999761,5.438000000000002,0.006199999999999761,True
55.0,5.438000000000002,-5.438000000000002,49.562,-0.0,80.0,-0.0,5.438000000000002,0.0,True
55.0,4.063000000000002,-5.313000000000002,49.687,-0.0,90.0,-1.25,5.313000000000002,0.0125,True
55.0,4.619999999999976,-5.25,49.75,-0.0,100.0,-0.6300000000000239,5.25,0.006300000000000239,True
55.0,3.875,-5.125,49.875,-0.0,110.0,-1.25,5.125,0.0125,True
55.0,4.443000000000026,-5.063000000000002,49.937,-0.0,120.0,-0.6199999999999761,5.063000000000002,0.006199999999999761,True
55.0,5.063000000000002,-5.063000000000002,49.937,-0.0,130.0,-0.0,5.063000000000002,0.0,True
55.0,4.369999999999976,-5.0,50.0,-0.0,140.0,-0.6300000000000239,5.0,0.006300000000000239,True
55.0,4.318000000000026,-4.938000000000002,50.062,-0.0,150.0,-0.6199999999999761,4.938000000000002,0.006199999999999761,True
55.0,3.5630000000000024,-4.813000000000002,50.187,-0.0,160.0,-1.25,4.813000000000002,0.0125,True
