Temperature,T_set,i_term,Kd,T_err_sum,Ki,dT_err,time,p_term,d_term,Kp,l_on,T_error,pidVal,Start=2018-04-20 11:41
65.0,69.0,0.0,-100.0,-4.0,0.0,0.0,0.0,0.0,0.0,-1.0,True,-4.0,0.0
-100.0,65.062,10.0,-0.6199999999999761,True,0.0,0.006199999999999761,-1.0,3.3180000000000263,-0.0,3.9380000000000024,69.0,-7.938000000000002,-3.9380000000000024
65.062,69.0,-0.0,-100.0,-7.938000000000002,0.0,0.006199999999999761,10.0,3.9380000000000024,-0.6199999999999761,-1.0,True,-3.9380000000000024,3.3180000000000263
-100.0,65.125,20.0,-0.6300000000000239,True,0.0,0.006300000000000239,-1.0,3.244999999999976,-0.0,3.875,69.0,-11.813000000000002,-3.875
65.125,69.0,-0.0,-100.0,-11.813000000000002,0.0,0.006300000000000239,20.0,3.875,-0.6300000000000239,-1.0,True,-3.875,3.244999999999976
-100.0,65.187,30.0,-0.6199999999999761,True,0.0,0.006199999999999761,-1.0,3.1930000000000263,-0.0,3.8130000000000024,69.0,-15.626000000000005,-3.8130000000000024
65.187,69.0,-0.0,-100.0,-15.626000000000005,0.0,0.006199999999999761,30.0,3.8130000000000024,-0.6199999999999761,-1.0,True,-3.8130000000000024,3.1930000000000263
-100.0,65.187,40.0,-0.0,True,0.0,0.0,-1.0,3.8130000000000024,-0.0,3.8130000000000024,69.0,-19.439000000000007,-3.8130000000000024
65.187,69.0,-0.0,-100.0,-19.439000000000007,0.0,0.0,40.0,3.8130000000000024,-0.0,-1.0,True,-3.8130000000000024,3.8130000000000024
-100.0,65.25,50.0,-0.6300000000000239,True,0.0,0.006300000000000239,-1.0,3.119999999999976,-0.0,3.75,69.0,-23.189000000000007,-3.75
-100.0,65.25,50.0,-0.6300000000000239,False,0.0,0.006300000000000239,-1.0,3.119999999999976,-0.0,3.75,69.0,-23.189000000000007,-3.75
65.25,69.0,-0.0,-100.0,-23.189000000000007,0.0,0.006300000000000239,50.0,3.75,-0.6300000000000239,-1.0,True,-3.75,3.119999999999976
65.25,69.0,-0.0,-100.0,-23.189000000000007,0.0,0.006300000000000239,50.0,3.75,-0.6300000000000239,-1.0,False,-3.75,3.119999999999976
