T_set,time,pidVal,dT_err,Ki,Kd,p_term,T_error,l_on,i_term,Kp,Temperature,T_err_sum,d_term,Start=2018-04-15 17:44
60.0,0.0,0.0,0.0,0.0,-200.0,0.0,-2.25,True,0.0,-1.0,57.75,-2.25,0.0
60.0,10.0,2.25,0.0,0.0,-200.0,2.25,-2.25,True,-0.0,-1.0,57.75,-4.5,-0.0
60.0,20.0,-0.375,0.0125,0.0,-200.0,2.125,-2.125,False,-0.0,-1.0,57.875,-6.625,-2.5
60.0,30.0,2.125,0.0,0.0,-200.0,2.125,-2.125,True,-0.0,-1.0,57.875,-8.75,-0.0
60.0,40.0,2.125,0.0,0.0,-200.0,2.125,-2.125,True,-0.0,-1.0,57.875,-10.875,-0.0
60.0,50.0,0.8230000000000501,0.006199999999999761,0.0,-200.0,2.0630000000000024,-2.0630000000000024,True,-0.0,-1.0,57.937,-12.938000000000002,-1.2399999999999523
60.0,60.0,2.0630000000000024,0.0,0.0,-200.0,2.0630000000000024,-2.0630000000000024,True,-0.0,-1.0,57.937,-15.001000000000005,-0.0
60.0,70.0,3.3649999999999523,-0.006199999999999761,0.0,-200.0,2.125,-2.125,True,-0.0,-1.0,57.875,-17.126000000000005,1.2399999999999523
60.0,80.0,3.44800000000005,-0.006300000000000239,0.0,-200.0,2.1880000000000024,-2.1880000000000024,True,-0.0,-1.0,57.812,-19.314000000000007,1.2600000000000477
60.0,90.0,2.1880000000000024,0.0,0.0,-200.0,2.1880000000000024,-2.1880000000000024,True,-0.0,-1.0,57.812,-21.50200000000001,-0.0
60.0,100.0,2.1880000000000024,0.0,0.0,-200.0,2.1880000000000024,-2.1880000000000024,True,-0.0,-1.0,57.812,-23.690000000000012,-0.0
60.0,110.0,3.4899999999999523,-0.006199999999999761,0.0,-200.0,2.25,-2.25,True,-0.0,-1.0,57.75,-25.940000000000012,1.2399999999999523
60.0,120.0,2.25,0.0,0.0,-200.0,2.25,-2.25,True,-0.0,-1.0,57.75,-28.190000000000012,-0.0
60.0,130.0,3.57300000000005,-0.006300000000000239,0.0,-200.0,2.3130000000000024,-2.3130000000000024,True,-0.0,-1.0,57.687,-30.503000000000014,1.2600000000000477
