l_on,p_term,T_error,time,i_term,T_set,Temperature,d_term,pidVal,dT_err,Start=2018-03-26 13:02
True,0.0,-22.438000000000002,0.0,0.0,55.0,32.562,0.0,0.0,0.0
True,22.438000000000002,-22.438000000000002,10.0,-0.0,55.0,32.562,-0.0,22.438000000000002,0.0
True,22.438000000000002,-22.438000000000002,20.0,-0.0,55.0,32.562,-0.0,22.438000000000002,0.0
True,22.375,-22.375,30.0,-0.0,55.0,32.625,-0.6300000000000239,21.744999999999976,0.006300000000000239
True,22.375,-22.375,40.0,-0.0,55.0,32.625,-0.0,22.375,0.0
True,22.375,-22.375,50.0,-0.0,55.0,32.625,-0.0,22.375,0.0
True,22.375,-22.375,60.0,-0.0,55.0,32.625,-0.0,22.375,0.0
True,22.313000000000002,-22.313000000000002,70.0,-0.0,55.0,32.687,-0.6199999999999761,21.693000000000026,0.006199999999999761
True,22.313000000000002,-22.313000000000002,80.0,-0.0,55.0,32.687,-0.0,22.313000000000002,0.0
True,22.25,-22.25,90.0,-0.0,55.0,32.75,-0.6300000000000239,21.619999999999976,0.006300000000000239
True,22.188000000000002,-22.188000000000002,100.0,-0.0,55.0,32.812,-0.6199999999999761,21.568000000000026,0.006199999999999761
True,22.188000000000002,-22.188000000000002,110.0,-0.0,55.0,32.812,-0.0,22.188000000000002,0.0
True,22.125,-22.125,120.0,-0.0,55.0,32.875,-0.6300000000000239,21.494999999999976,0.006300000000000239
True,22.125,-22.125,130.0,-0.0,55.0,32.875,-0.0,22.125,0.0
True,22.063000000000002,-22.063000000000002,140.0,-0.0,55.0,32.937,-0.6199999999999761,21.443000000000026,0.006199999999999761
True,22.0,-22.0,150.0,-0.0,55.0,33.0,-0.6300000000000239,21.369999999999976,0.006300000000000239
True,21.938000000000002,-21.938000000000002,160.0,-0.0,55.0,33.062,-0.6199999999999761,21.318000000000026,0.006199999999999761
True,21.875,-21.875,170.0,-0.0,55.0,33.125,-0.6300000000000239,21.244999999999976,0.006300000000000239
True,21.813000000000002,-21.813000000000002,180.0,-0.0,55.0,33.187,-0.6199999999999761,21.193000000000026,0.006199999999999761
