i_term,Kp,Kd,time,l_on,T_set,Ki,dT_err,T_error,T_err_sum,p_term,pidVal,d_term,Temperature,Start=2018-04-20 08:59
0.0,-1.0,-400.0,0.0,True,56.0,0.0,0.0,-35.563,-35.563,0.0,0.0,0.0,20.437
-0.0,-1.0,-400.0,10.0,True,56.0,0.0,0.0,-35.563,-71.126,35.563,35.563,-0.0,20.437
-0.0,-1.0,-400.0,20.0,True,56.0,0.0,0.0,-35.563,-106.68900000000001,35.563,35.563,-0.0,20.437
-0.0,-1.0,-400.0,30.0,True,56.0,0.0,0.0,-35.563,-142.252,35.563,35.563,-0.0,20.437
-0.0,-1.0,-400.0,40.0,True,56.0,0.0,0.0,-35.563,-177.815,35.563,35.563,-0.0,20.437
-0.0,-1.0,-400.0,50.0,True,62.2,0.0,-0.6200000000000003,-41.763000000000005,-219.578,41.763000000000005,289.76300000000015,248.00000000000014,20.437
-0.0,-1.0,-400.0,60.0,True,62.2,0.0,0.0,-41.763000000000005,-261.341,41.763000000000005,41.763000000000005,-0.0,20.437
-0.0,-1.0,-400.0,70.0,True,62.2,0.0,0.0,-41.763000000000005,-303.10400000000004,41.763000000000005,41.763000000000005,-0.0,20.437
-0.0,-1.0,-400.0,80.0,True,62.2,0.0,0.0,-41.763000000000005,-344.8670000000001,41.763000000000005,41.763000000000005,-0.0,20.437
-0.0,-1.0,-400.0,90.0,True,62.2,0.0,0.0,-41.763000000000005,-386.6300000000001,41.763000000000005,41.763000000000005,-0.0,20.437
-0.0,-1.0,-400.0,100.0,True,62.2,0.0,0.006300000000000239,-41.7,-428.3300000000001,41.7,39.17999999999991,-2.5200000000000955,20.5
-0.0,-1.0,-400.0,110.0,True,62.2,0.0,0.0,-41.7,-470.0300000000001,41.7,41.7,-0.0,20.5
-0.0,-1.0,-400.0,120.0,True,62.2,0.0,0.0,-41.7,-511.7300000000001,41.7,41.7,-0.0,20.5
-0.0,-1.0,-400.0,130.0,True,62.2,0.0,0.006199999999999761,-41.638000000000005,-553.368,41.638000000000005,39.1580000000001,-2.4799999999999045,20.562
-0.0,-1.0,-400.0,140.0,True,62.8,0.0,-0.05369999999999919,-42.175,-595.543,42.175,63.654999999999674,21.479999999999677,20.625
-0.0,-1.0,-400.0,150.0,True,62.8,0.0,0.0,-42.175,-637.718,42.175,42.175,-0.0,20.625
-0.0,-1.0,-400.0,160.0,True,62.8,0.0,0.006199999999999761,-42.113,-679.8309999999999,42.113,39.633000000000095,-2.4799999999999045,20.687
-0.0,-1.0,-400.0,170.0,True,62.8,0.0,0.0125,-41.988,-721.819,41.988,36.988,-5.0,20.812
-0.0,-1.0,-400.0,180.0,True,62.8,0.0,0.006300000000000239,-41.925,-763.7439999999999,41.925,39.4049999999999,-2.5200000000000955,20.875
-0.0,-1.0,-400.0,190.0,True,62.8,0.0,0.0125,-41.8,-805.5439999999999,41.8,36.8,-5.0,21.0
-0.0,-1.0,-400.0,200.0,True,62.8,0.0,0.006199999999999761,-41.738,-847.2819999999999,41.738,39.258000000000095,-2.4799999999999045,21.062
-0.0,-1.0,-400.0,210.0,True,62.8,0.0,0.006300000000000239,-41.675,-888.9569999999999,41.675,39.1549999999999,-2.5200000000000955,21.125
-0.0,-1.0,-400.0,220.0,True,62.8,0.0,0.006199999999999761,-41.613,-930.5699999999999,41.613,39.133000000000095,-2.4799999999999045,21.187
-0.0,-1.0,-400.0,230.0,True,62.8,0.0,0.006300000000000239,-41.55,-972.1199999999999,41.55,39.0299999999999,-2.5200000000000955,21.25
-0.0,-1.0,-400.0,240.0,True,62.8,0.0,0.006199999999999761,-41.488,-1013.608,41.488,39.008000000000095,-2.4799999999999045,21.312
-0.0,-1.0,-400.0,250.0,True,62.8,0.0,0.006300000000000239,-41.425,-1055.033,41.425,38.9049999999999,-2.5200000000000955,21.375
-0.0,-1.0,-400.0,260.0,True,62.8,0.0,0.006199999999999761,-41.363,-1096.396,41.363,38.883000000000095,-2.4799999999999045,21.437
-0.0,-1.0,-400.0,270.0,True,62.8,0.0,0.006300000000000239,-41.3,-1137.696,41.3,38.7799999999999,-2.5200000000000955,21.5
-0.0,-1.0,-400.0,280.0,True,62.8,0.0,0.006199999999999761,-41.238,-1178.934,41.238,38.758000000000095,-2.4799999999999045,21.562
-0.0,-1.0,-400.0,290.0,True,62.8,0.0,0.0,-41.238,-1220.172,41.238,41.238,-0.0,21.562
-0.0,-1.0,-400.0,300.0,True,62.8,0.0,0.006300000000000239,-41.175,-1261.347,41.175,38.6549999999999,-2.5200000000000955,21.625
-0.0,-1.0,-400.0,310.0,True,62.8,0.0,0.0,-41.175,-1302.522,41.175,41.175,-0.0,21.625
-0.0,-1.0,-400.0,320.0,True,62.8,0.0,0.006199999999999761,-41.113,-1343.635,41.113,38.633000000000095,-2.4799999999999045,21.687
-0.0,-1.0,-400.0,330.0,True,62.8,0.0,0.0,-41.113,-1384.748,41.113,41.113,-0.0,21.687
-0.0,-1.0,-400.0,340.0,True,62.8,0.0,0.006300000000000239,-41.05,-1425.798,41.05,38.5299999999999,-2.5200000000000955,21.75
-0.0,-1.0,-400.0,350.0,True,62.8,0.0,0.0,-41.05,-1466.848,41.05,41.05,-0.0,21.75
-0.0,-1.0,-400.0,360.0,True,62.8,0.0,0.006199999999999761,-40.988,-1507.836,40.988,38.508000000000095,-2.4799999999999045,21.812
-0.0,-1.0,-400.0,370.0,True,62.8,0.0,0.006300000000000239,-40.925,-1548.761,40.925,38.4049999999999,-2.5200000000000955,21.875
-0.0,-1.0,-400.0,380.0,True,62.8,0.0,0.006199999999999761,-40.863,-1589.624,40.863,38.383000000000095,-2.4799999999999045,21.937
-0.0,-1.0,-400.0,390.0,True,62.8,0.0,0.006300000000000239,-40.8,-1630.424,40.8,38.2799999999999,-2.5200000000000955,22.0
-0.0,-1.0,-400.0,400.0,True,62.8,0.0,0.006199999999999761,-40.738,-1671.162,40.738,38.258000000000095,-2.4799999999999045,22.062
-0.0,-1.0,-400.0,410.0,True,62.8,0.0,0.006300000000000239,-40.675,-1711.837,40.675,38.1549999999999,-2.5200000000000955,22.125
-0.0,-1.0,-400.0,420.0,True,62.8,0.0,0.006199999999999761,-40.613,-1752.45,40.613,38.133000000000095,-2.4799999999999045,22.187
-0.0,-1.0,-400.0,430.0,True,62.8,0.0,0.006300000000000239,-40.55,-1793.0,40.55,38.0299999999999,-2.5200000000000955,22.25
-0.0,-1.0,-400.0,440.0,True,62.8,0.0,0.006199999999999761,-40.488,-1833.488,40.488,38.008000000000095,-2.4799999999999045,22.312
-0.0,-1.0,-400.0,450.0,True,62.8,0.0,0.0,-40.488,-1873.976,40.488,40.488,-0.0,22.312
-0.0,-1.0,-400.0,460.0,True,62.8,0.0,0.006300000000000239,-40.425,-1914.401,40.425,37.9049999999999,-2.5200000000000955,22.375
-0.0,-1.0,-400.0,470.0,True,62.8,0.0,0.006199999999999761,-40.363,-1954.7640000000001,40.363,37.883000000000095,-2.4799999999999045,22.437
-0.0,-1.0,-400.0,480.0,True,62.8,0.0,0.006300000000000239,-40.3,-1995.064,40.3,37.7799999999999,-2.5200000000000955,22.5
-0.0,-1.0,-400.0,490.0,True,62.8,0.0,0.0,-40.3,-2035.364,40.3,40.3,-0.0,22.5
-0.0,-1.0,-400.0,500.0,True,62.8,0.0,0.0,-40.3,-2075.664,40.3,40.3,-0.0,22.5
-0.0,-1.0,-400.0,510.0,True,62.8,0.0,0.006199999999999761,-40.238,-2115.902,40.238,37.758000000000095,-2.4799999999999045,22.562
-0.0,-1.0,-400.0,520.0,True,62.8,0.0,0.006300000000000239,-40.175,-2156.077,40.175,37.6549999999999,-2.5200000000000955,22.625
-0.0,-1.0,-400.0,530.0,True,62.8,0.0,0.006199999999999761,-40.113,-2196.19,40.113,37.633000000000095,-2.4799999999999045,22.687
-0.0,-1.0,-400.0,540.0,True,62.8,0.0,0.006300000000000239,-40.05,-2236.2400000000002,40.05,37.5299999999999,-2.5200000000000955,22.75
-0.0,-1.0,-400.0,550.0,True,62.8,0.0,0.0,-40.05,-2276.2900000000004,40.05,40.05,-0.0,22.75
-0.0,-1.0,-400.0,560.0,True,62.8,0.0,0.006199999999999761,-39.988,-2316.2780000000002,39.988,37.508000000000095,-2.4799999999999045,22.812
-0.0,-1.0,-400.0,570.0,True,62.8,0.0,0.006300000000000239,-39.925,-2356.2030000000004,39.925,37.4049999999999,-2.5200000000000955,22.875
-0.0,-1.0,-400.0,580.0,True,62.8,0.0,0.006199999999999761,-39.863,-2396.0660000000003,39.863,37.383000000000095,-2.4799999999999045,22.937
-0.0,-1.0,-400.0,590.0,True,62.8,0.0,0.006300000000000239,-39.8,-2435.8660000000004,39.8,37.2799999999999,-2.5200000000000955,23.0
-0.0,-1.0,-400.0,600.0,True,62.8,0.0,0.006199999999999761,-39.738,-2475.6040000000003,39.738,37.258000000000095,-2.4799999999999045,23.062
-0.0,-1.0,-400.0,610.0,True,62.8,0.0,0.006300000000000239,-39.675,-2515.2790000000005,39.675,37.1549999999999,-2.5200000000000955,23.125
-0.0,-1.0,-400.0,620.0,True,62.8,0.0,0.006199999999999761,-39.613,-2554.8920000000003,39.613,37.133000000000095,-2.4799999999999045,23.187
-0.0,-1.0,-400.0,630.0,True,62.8,0.0,0.006300000000000239,-39.55,-2594.4420000000005,39.55,37.0299999999999,-2.5200000000000955,23.25
-0.0,-1.0,-400.0,640.0,True,62.8,0.0,0.006199999999999761,-39.488,-2633.9300000000003,39.488,37.008000000000095,-2.4799999999999045,23.312
-0.0,-1.0,-400.0,650.0,True,62.8,0.0,0.006300000000000239,-39.425,-2673.3550000000005,39.425,36.9049999999999,-2.5200000000000955,23.375
