l_on,T_set,p_term,d_term,dT_err,i_term,Kp,time,T_error,T_err_sum,pidVal,Kd,Temperature,Ki,Start=2018-04-04 21:59
True,60.0,0.0,0.0,0.0,0.0,-1.0,0.0,-43.813,-43.813,0.0,-100.0,16.187,0.0
True,60.0,43.813,-0.0,0.0,-0.0,-1.0,10.0,-43.813,-87.626,43.813,-100.0,16.187,0.0
True,60.0,43.813,-0.0,0.0,-0.0,-1.0,20.0,-43.813,-131.43900000000002,43.813,-100.0,16.187,0.0
True,60.0,43.813,-0.0,0.0,-0.0,-1.0,30.0,-43.813,-175.252,43.813,-100.0,16.187,0.0
True,60.0,43.75,-0.6300000000000239,0.006300000000000239,-0.0,-1.0,40.0,-43.75,-219.002,43.119999999999976,-100.0,16.25,0.0
True,60.0,43.75,-0.0,0.0,-0.0,-1.0,50.0,-43.75,-262.752,43.75,-100.0,16.25,0.0
True,60.0,43.75,-0.0,0.0,-0.0,-1.0,60.0,-43.75,-306.502,43.75,-100.0,16.25,0.0
True,60.0,43.75,-0.0,0.0,-0.0,-1.0,70.0,-43.75,-350.252,43.75,-100.0,16.25,0.0
True,60.0,43.75,-0.0,0.0,-0.0,-1.0,80.0,-43.75,-394.002,43.75,-100.0,16.25,0.0
True,60.0,43.688,-0.6199999999999761,0.006199999999999761,-0.0,-1.0,90.0,-43.688,-437.69,43.068000000000026,-100.0,16.312,0.0
True,60.0,43.688,-0.0,0.0,-0.0,-1.0,100.0,-43.688,-481.378,43.688,-100.0,16.312,0.0
True,60.0,43.563,-1.25,0.0125,-0.0,-1.0,110.0,-43.563,-524.941,42.313,-100.0,16.437,0.0
True,60.0,43.563,-0.0,0.0,-0.0,-1.0,120.0,-43.563,-568.504,43.563,-100.0,16.437,0.0
True,60.0,43.563,-0.0,0.0,-0.0,-1.0,130.0,-43.563,-612.067,43.563,-100.0,16.437,0.0
False,60.0,43.563,-0.0,0.0,-0.0,-1.0,130.0,-43.563,-612.067,43.563,-100.0,16.437,0.0
