p_term,T_error,T_err_sum,time,Temperature,pidVal,Kp,d_term,i_term,l_on,dT_err,T_set,Ki,Kd,Start=2018-04-23 16:34
0.0,-35.25,-35.25,0.0,19.75,0.0,-1.0,0.0,0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-70.5,10.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-105.75,20.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-141.0,30.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-176.25,40.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-211.5,50.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-246.75,60.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-282.0,70.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-317.25,80.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-352.5,90.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.25,-35.25,-387.75,100.0,19.75,35.25,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.188,-35.188,-422.938,110.0,19.812,34.568000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
35.188,-35.188,-458.126,120.0,19.812,35.188,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.188,-35.188,-493.31399999999996,130.0,19.812,35.188,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.188,-35.188,-528.502,140.0,19.812,35.188,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.125,-35.125,-563.627,150.0,19.875,34.494999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
35.125,-35.125,-598.752,160.0,19.875,35.125,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
35.063,-35.063,-633.8149999999999,170.0,19.937,34.443000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
35.0,-35.0,-668.8149999999999,180.0,20.0,34.369999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.938,-34.938,-703.7529999999999,190.0,20.062,34.318000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.875,-34.875,-738.6279999999999,200.0,20.125,34.244999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.813,-34.813,-773.4409999999999,210.0,20.187,34.193000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.75,-34.75,-808.1909999999999,220.0,20.25,34.119999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.688,-34.688,-842.8789999999999,230.0,20.312,34.068000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.625,-34.625,-877.5039999999999,240.0,20.375,33.994999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.625,-34.625,-912.1289999999999,250.0,20.375,34.625,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
34.563,-34.563,-946.6919999999999,260.0,20.437,33.943000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.5,-34.5,-981.1919999999999,270.0,20.5,33.869999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.5,-34.5,-1015.6919999999999,280.0,20.5,34.5,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
34.438,-34.438,-1050.1299999999999,290.0,20.562,33.818000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.438,-34.438,-1084.568,300.0,20.562,34.438,-1.0,-0.0,-0.0,True,0.0,55.0,0.0,-100.0
34.375,-34.375,-1118.943,310.0,20.625,33.744999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.313,-34.313,-1153.256,320.0,20.687,33.693000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.25,-34.25,-1187.506,330.0,20.75,33.619999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.188,-34.188,-1221.6940000000002,340.0,20.812,33.568000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.125,-34.125,-1255.8190000000002,350.0,20.875,33.494999999999976,-1.0,-0.6300000000000239,-0.0,True,0.006300000000000239,55.0,0.0,-100.0
34.0,-34.0,-1289.8190000000002,360.0,21.0,32.75,-1.0,-1.25,-0.0,True,0.0125,55.0,0.0,-100.0
33.938,-33.938,-1323.7570000000003,370.0,21.062,33.318000000000026,-1.0,-0.6199999999999761,-0.0,True,0.006199999999999761,55.0,0.0,-100.0
34.0,-34.0,-1357.7570000000003,380.0,21.0,34.619999999999976,-1.0,0.6199999999999761,-0.0,True,-0.006199999999999761,55.0,0.0,-100.0
