T_set,l_on,dT_err,p_term,i_term,Temperature,time,T_error,pidVal,d_term
74.0,False,0.0,-0.125,-0.0,74.125,83.1666666667,0.125,-0.125,-0.0
74.0,False,0.0062,-0.187,-0.0,74.187,83.3333333333,0.187,-0.807,-0.62
74.0,False,0.0,-0.187,-0.0,74.187,83.5,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,83.6666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,83.8333333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,84.0,0.187,-0.187,-0.0
74.0,False,0.0063,-0.25,-0.0,74.25,84.1666666667,0.25,-0.88,-0.63
74.0,True,-0.0063,-0.187,-0.0,74.187,84.3333333333,0.187,0.443,0.63
74.0,False,0.0063,-0.25,-0.0,74.25,84.5,0.25,-0.88,-0.63
74.0,False,0.0,-0.25,-0.0,74.25,84.6666666667,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,84.8333333333,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,85.0,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,85.1666666667,0.25,-0.25,-0.0
74.0,False,0.0062,-0.312,-0.0,74.312,85.3333333333,0.312,-0.932,-0.62
74.0,False,0.0,-0.312,-0.0,74.312,85.5,0.312,-0.312,-0.0
74.0,True,-0.0062,-0.25,-0.0,74.25,85.6666666667,0.25,0.37,0.62
74.0,False,0.0,-0.25,-0.0,74.25,85.8333333333,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,86.0,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,86.1666666667,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,86.3333333333,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,86.5,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,86.6666666667,0.25,-0.25,-0.0
74.0,True,-0.0063,-0.187,-0.0,74.187,86.8333333333,0.187,0.443,0.63
74.0,False,0.0,-0.187,-0.0,74.187,87.0,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,87.1666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,87.3333333333,0.187,-0.187,-0.0
74.0,True,-0.0062,-0.125,-0.0,74.125,87.5,0.125,0.495,0.62
74.0,False,0.0,-0.125,-0.0,74.125,87.6666666667,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,87.8333333333,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,88.0,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,88.1666666667,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,88.3333333333,0.125,-0.125,-0.0
74.0,True,-0.0063,-0.062,-0.0,74.062,88.5,0.062,0.568,0.63
74.0,False,0.0,-0.062,-0.0,74.062,88.6666666667,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,88.8333333333,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,89.0,0.062,-0.062,-0.0
74.0,True,-0.0062,-0.0,-0.0,74.0,89.1666666667,0.0,0.62,0.62
74.0,False,0.0,-0.0,-0.0,74.0,89.3333333333,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,89.5,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,89.6666666667,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,89.8333333333,0.0,-0.0,-0.0
74.0,True,-0.0063,0.063,-0.0,73.937,90.0,-0.063,0.693,0.63
74.0,True,0.0,0.063,-0.0,73.937,90.1666666667,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,90.3333333333,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,90.5,-0.063,0.063,-0.0
74.0,True,-0.0062,0.125,-0.0,73.875,90.6666666667,-0.125,0.745,0.62
74.0,True,0.0,0.125,-0.0,73.875,90.8333333333,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,91.0,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,91.1666666667,-0.125,0.125,-0.0
74.0,True,-0.0063,0.188,-0.0,73.812,91.3333333333,-0.188,0.818,0.63
74.0,True,0.0,0.188,-0.0,73.812,91.5,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,91.6666666667,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,91.8333333333,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,92.0,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,92.1666666667,-0.188,0.188,-0.0
74.0,False,0.0063,0.125,-0.0,73.875,92.3333333333,-0.125,-0.505,-0.63
74.0,True,0.0,0.125,-0.0,73.875,92.5,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,92.6666666667,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,92.8333333333,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,93.0,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,93.1666666667,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,93.3333333333,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,93.5,-0.125,0.125,-0.0
74.0,False,0.0062,0.063,-0.0,73.937,93.6666666667,-0.063,-0.557,-0.62
74.0,True,0.0,0.063,-0.0,73.937,93.8333333333,-0.063,0.063,-0.0
74.0,False,0.0063,-0.0,-0.0,74.0,94.0,0.0,-0.63,-0.63
74.0,False,0.0,-0.0,-0.0,74.0,94.1666666667,0.0,-0.0,-0.0
74.0,False,0.0062,-0.062,-0.0,74.062,94.3333333333,0.062,-0.682,-0.62
74.0,False,0.0,-0.062,-0.0,74.062,94.5,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,94.6666666667,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,94.8333333333,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,95.0,0.062,-0.062,-0.0
74.0,False,0.0063,-0.125,-0.0,74.125,95.1666666667,0.125,-0.755,-0.63
74.0,False,0.0,-0.125,-0.0,74.125,95.3333333333,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,95.5,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,95.6666666667,0.125,-0.125,-0.0
74.0,False,0.0062,-0.187,-0.0,74.187,95.8333333333,0.187,-0.807,-0.62
74.0,False,0.0,-0.187,-0.0,74.187,96.0,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,96.1666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,96.3333333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,96.5,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,96.6666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,96.8333333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,97.0,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,97.1666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,97.3333333333,0.187,-0.187,-0.0
74.0,False,0.0063,-0.25,-0.0,74.25,97.5,0.25,-0.88,-0.63
74.0,False,0.0,-0.25,-0.0,74.25,97.6666666667,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,97.8333333333,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,98.0,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,98.1666666667,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,98.3333333333,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,98.5,0.25,-0.25,-0.0
74.0,True,-0.0063,-0.187,-0.0,74.187,98.6666666667,0.187,0.443,0.63
74.0,False,0.0,-0.187,-0.0,74.187,98.8333333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,99.0,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,99.1666666667,0.187,-0.187,-0.0
74.0,True,-0.0062,-0.125,-0.0,74.125,99.3333333333,0.125,0.495,0.62
74.0,False,0.0,-0.125,-0.0,74.125,99.5,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,99.6666666667,0.125,-0.125,-0.0
74.0,True,-0.0063,-0.062,-0.0,74.062,99.8333333333,0.062,0.568,0.63
74.0,False,0.0,-0.062,-0.0,74.062,100.0,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,100.166666667,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,100.333333333,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,100.5,0.062,-0.062,-0.0
74.0,True,-0.0062,-0.0,-0.0,74.0,100.666666667,0.0,0.62,0.62
74.0,False,0.0,-0.0,-0.0,74.0,100.833333333,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,101.0,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,101.166666667,0.0,-0.0,-0.0
74.0,True,-0.0063,0.063,-0.0,73.937,101.333333333,-0.063,0.693,0.63
74.0,True,0.0,0.063,-0.0,73.937,101.5,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,101.666666667,-0.063,0.063,-0.0
74.0,True,-0.0062,0.125,-0.0,73.875,101.833333333,-0.125,0.745,0.62
74.0,True,0.0,0.125,-0.0,73.875,102.0,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,102.166666667,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,102.333333333,-0.125,0.125,-0.0
74.0,True,-0.0063,0.188,-0.0,73.812,102.5,-0.188,0.818,0.63
74.0,False,0.0063,0.125,-0.0,73.875,102.666666667,-0.125,-0.505,-0.63
74.0,True,0.0,0.125,-0.0,73.875,102.833333333,-0.125,0.125,-0.0
74.0,True,-0.0063,0.188,-0.0,73.812,103.0,-0.188,0.818,0.63
74.0,True,0.0,0.188,-0.0,73.812,103.166666667,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,103.333333333,-0.188,0.188,-0.0
74.0,False,0.0063,0.125,-0.0,73.875,103.5,-0.125,-0.505,-0.63
74.0,True,0.0,0.125,-0.0,73.875,103.666666667,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,103.833333333,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,104.0,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,104.166666667,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,104.333333333,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,104.5,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,104.666666667,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,104.833333333,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,105.0,-0.125,0.125,-0.0
74.0,False,0.0062,0.063,-0.0,73.937,105.166666667,-0.063,-0.557,-0.62
74.0,True,0.0,0.063,-0.0,73.937,105.333333333,-0.063,0.063,-0.0
74.0,False,0.0063,-0.0,-0.0,74.0,105.5,0.0,-0.63,-0.63
74.0,False,0.0,-0.0,-0.0,74.0,105.666666667,0.0,-0.0,-0.0
74.0,False,0.0062,-0.062,-0.0,74.062,105.833333333,0.062,-0.682,-0.62
74.0,False,0.0,-0.062,-0.0,74.062,106.0,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,106.166666667,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,106.333333333,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,106.5,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,106.666666667,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,106.833333333,0.062,-0.062,-0.0
74.0,False,0.0063,-0.125,-0.0,74.125,107.0,0.125,-0.755,-0.63
74.0,False,0.0,-0.125,-0.0,74.125,107.166666667,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,107.333333333,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,107.5,0.125,-0.125,-0.0
74.0,False,0.0062,-0.187,-0.0,74.187,107.666666667,0.187,-0.807,-0.62
74.0,False,0.0,-0.187,-0.0,74.187,107.833333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,108.0,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,108.166666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,108.333333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,108.5,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,108.666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,108.833333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,109.0,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,109.166666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,109.333333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,109.5,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,109.666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,109.833333333,0.187,-0.187,-0.0
74.0,True,-0.0062,-0.125,-0.0,74.125,110.0,0.125,0.495,0.62
74.0,False,0.0,-0.125,-0.0,74.125,110.166666667,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,110.333333333,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,110.5,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,110.666666667,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,110.833333333,0.125,-0.125,-0.0
74.0,True,-0.0063,-0.062,-0.0,74.062,111.0,0.062,0.568,0.63
74.0,False,0.0,-0.062,-0.0,74.062,111.166666667,0.062,-0.062,-0.0
74.0,True,-0.0062,-0.0,-0.0,74.0,111.333333333,0.0,0.62,0.62
74.0,False,0.0,-0.0,-0.0,74.0,111.5,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,111.666666667,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,111.833333333,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,112.0,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,112.166666667,0.0,-0.0,-0.0
74.0,True,-0.0063,0.063,-0.0,73.937,112.333333333,-0.063,0.693,0.63
74.0,True,0.0,0.063,-0.0,73.937,112.5,-0.063,0.063,-0.0
74.0,True,-0.0062,0.125,-0.0,73.875,112.666666667,-0.125,0.745,0.62
74.0,True,0.0,0.125,-0.0,73.875,112.833333333,-0.125,0.125,-0.0
74.0,True,-0.0063,0.188,-0.0,73.812,113.0,-0.188,0.818,0.63
74.0,True,0.0,0.188,-0.0,73.812,113.166666667,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,113.333333333,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,113.5,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,113.666666667,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,113.833333333,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,114.0,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,114.166666667,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,114.333333333,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,114.5,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,114.666666667,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,114.833333333,-0.188,0.188,-0.0
74.0,True,0.0,0.188,-0.0,73.812,115.0,-0.188,0.188,-0.0
74.0,False,0.0063,0.125,-0.0,73.875,115.166666667,-0.125,-0.505,-0.63
74.0,True,0.0,0.125,-0.0,73.875,115.333333333,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,115.5,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,115.666666667,-0.125,0.125,-0.0
74.0,True,0.0,0.125,-0.0,73.875,115.833333333,-0.125,0.125,-0.0
74.0,False,0.0062,0.063,-0.0,73.937,116.0,-0.063,-0.557,-0.62
74.0,True,0.0,0.063,-0.0,73.937,116.166666667,-0.063,0.063,-0.0
74.0,False,0.0063,-0.0,-0.0,74.0,116.333333333,0.0,-0.63,-0.63
74.0,False,0.0,-0.0,-0.0,74.0,116.5,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,116.666666667,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,116.833333333,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,117.0,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,117.166666667,0.0,-0.0,-0.0
74.0,False,0.0062,-0.062,-0.0,74.062,117.333333333,0.062,-0.682,-0.62
74.0,False,0.0,-0.062,-0.0,74.062,117.5,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,117.666666667,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,117.833333333,0.062,-0.062,-0.0
74.0,False,0.0063,-0.125,-0.0,74.125,118.0,0.125,-0.755,-0.63
74.0,False,0.0,-0.125,-0.0,74.125,118.166666667,0.125,-0.125,-0.0
74.0,False,0.0062,-0.187,-0.0,74.187,118.333333333,0.187,-0.807,-0.62
74.0,False,0.0,-0.187,-0.0,74.187,118.5,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,118.666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,118.833333333,0.187,-0.187,-0.0
74.0,False,0.0063,-0.25,-0.0,74.25,119.0,0.25,-0.88,-0.63
74.0,True,-0.0063,-0.187,-0.0,74.187,119.166666667,0.187,0.443,0.63
74.0,False,0.0063,-0.25,-0.0,74.25,119.333333333,0.25,-0.88,-0.63
74.0,True,-0.0063,-0.187,-0.0,74.187,119.5,0.187,0.443,0.63
74.0,False,0.0,-0.187,-0.0,74.187,119.666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,119.833333333,0.187,-0.187,-0.0
74.0,False,0.0063,-0.25,-0.0,74.25,120.0,0.25,-0.88,-0.63
74.0,False,0.0,-0.25,-0.0,74.25,120.166666667,0.25,-0.25,-0.0
74.0,False,0.0,-0.25,-0.0,74.25,120.333333333,0.25,-0.25,-0.0
74.0,True,-0.0063,-0.187,-0.0,74.187,120.5,0.187,0.443,0.63
74.0,False,0.0,-0.187,-0.0,74.187,120.666666667,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,120.833333333,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,121.0,0.187,-0.187,-0.0
74.0,False,0.0,-0.187,-0.0,74.187,121.166666667,0.187,-0.187,-0.0
74.0,True,-0.0062,-0.125,-0.0,74.125,121.333333333,0.125,0.495,0.62
74.0,False,0.0,-0.125,-0.0,74.125,121.5,0.125,-0.125,-0.0
74.0,False,0.0062,-0.187,-0.0,74.187,121.666666667,0.187,-0.807,-0.62
74.0,True,-0.0062,-0.125,-0.0,74.125,121.833333333,0.125,0.495,0.62
74.0,False,0.0,-0.125,-0.0,74.125,122.0,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,122.166666667,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,122.333333333,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,122.5,0.125,-0.125,-0.0
74.0,False,0.0,-0.125,-0.0,74.125,122.666666667,0.125,-0.125,-0.0
74.0,True,-0.0063,-0.062,-0.0,74.062,122.833333333,0.062,0.568,0.63
74.0,False,0.0,-0.062,-0.0,74.062,123.0,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,123.166666667,0.062,-0.062,-0.0
74.0,False,0.0,-0.062,-0.0,74.062,123.333333333,0.062,-0.062,-0.0
74.0,True,-0.0062,-0.0,-0.0,74.0,123.5,0.0,0.62,0.62
74.0,False,0.0062,-0.062,-0.0,74.062,123.666666667,0.062,-0.682,-0.62
74.0,False,0.0,-0.062,-0.0,74.062,123.833333333,0.062,-0.062,-0.0
74.0,True,-0.0062,-0.0,-0.0,74.0,124.0,0.0,0.62,0.62
74.0,False,0.0,-0.0,-0.0,74.0,124.166666667,0.0,-0.0,-0.0
74.0,False,0.0,-0.0,-0.0,74.0,124.333333333,0.0,-0.0,-0.0
74.0,True,-0.0063,0.063,-0.0,73.937,124.5,-0.063,0.693,0.63
74.0,True,0.0,0.063,-0.0,73.937,124.666666667,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,124.833333333,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,125.0,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,125.166666667,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,125.333333333,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,125.5,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,125.666666667,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,125.833333333,-0.063,0.063,-0.0
74.0,True,-0.0062,0.125,-0.0,73.875,126.0,-0.125,0.745,0.62
74.0,False,0.0062,0.063,-0.0,73.937,126.166666667,-0.063,-0.557,-0.62
74.0,True,0.0,0.063,-0.0,73.937,126.333333333,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,126.5,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,126.666666667,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,126.833333333,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,127.0,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,127.166666667,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,127.333333333,-0.063,0.063,-0.0
74.0,True,0.0,0.063,-0.0,73.937,127.5,-0.063,0.063,-0.0
74.0,False,0.0063,-0.0,-0.0,74.0,127.666666667,0.0,-0.63,-0.63
