0,10.25,75.0,True
1,10.25,75.0,True
2,10.25,75.0,True
3,10.25,75.0,True
4,10.25,75.0,True
5,10.25,75.0,True
6,10.25,75.0,True
7,10.25,75.0,True
8,10.25,75.0,True
9,10.25,75.0,True
10,10.25,75.0,True
11,10.25,75.0,True
12,10.25,75.0,True
13,10.25,75.0,True
14,10.25,75.0,True
15,10.312,75.0,True
16,10.25,75.0,True
17,10.25,75.0,True
18,10.25,75.0,True
19,10.25,75.0,True
20,10.25,75.0,True
21,10.25,75.0,True
22,10.25,75.0,True
23,10.25,75.0,True
24,10.25,75.0,True
25,10.25,75.0,True
26,10.312,75.0,True
27,10.312,75.0,True
28,10.312,75.0,True
29,10.25,75.0,True
30,10.312,75.0,True
31,10.312,75.0,True
32,10.312,75.0,True
33,10.312,75.0,True
34,10.312,75.0,True
35,10.312,75.0,True
36,10.312,75.0,True
37,10.312,75.0,True
38,10.312,75.0,True
39,10.312,75.0,True
40,10.312,75.0,True
41,10.312,75.0,True
42,10.312,75.0,True
43,10.312,75.0,True
44,10.312,75.0,True
45,10.312,75.0,True
46,10.312,75.0,True
47,10.312,75.0,True
48,10.312,75.0,True
49,10.312,75.0,True
50,10.312,75.0,True
51,10.312,75.0,True
52,10.312,75.0,True
53,10.312,75.0,True
54,10.312,75.0,True
55,10.312,75.0,True
56,10.375,75.0,True
57,10.375,75.0,True
58,10.375,75.0,True
59,10.375,75.0,True
60,10.375,75.0,True
61,10.375,75.0,True
62,10.375,75.0,True
63,10.375,75.0,True
64,10.375,75.0,True
65,10.375,75.0,True
66,10.375,75.0,True
67,10.375,75.0,True
68,10.375,75.0,True
69,10.375,75.0,True
70,10.375,75.0,True
71,10.375,75.0,True
72,10.437,75.0,True
73,10.437,75.0,True
74,10.437,75.0,True
75,10.437,75.0,True
76,10.437,75.0,True
77,10.437,75.0,True
78,10.437,75.0,True
79,10.437,75.0,True
80,10.5,75.0,True
81,10.5,75.0,True
82,10.5,75.0,True
83,10.5,75.0,True
84,10.5,75.0,True
85,10.5,75.0,True
86,10.5,75.0,True
87,10.5,75.0,True
88,10.5,75.0,True
89,10.562,75.0,True
90,10.562,75.0,True
91,10.562,75.0,True
92,10.562,75.0,True
93,10.562,75.0,True
94,10.562,75.0,True
95,10.562,75.0,True
96,10.625,75.0,True
97,10.625,75.0,True
98,10.625,75.0,True
99,10.625,75.0,True
100,10.625,75.0,True
101,10.625,75.0,True
102,10.687,75.0,True
103,10.625,75.0,True
104,10.687,75.0,True
105,10.687,75.0,True
106,10.687,75.0,True
107,10.687,75.0,True
108,10.687,75.0,True
109,10.687,75.0,True
110,10.75,75.0,True
111,10.75,75.0,True
112,10.75,75.0,True
113,10.75,75.0,True
114,10.75,75.0,True
115,10.75,75.0,True
116,10.812,75.0,True
117,10.812,75.0,True
118,10.812,75.0,True
119,10.812,75.0,True
120,10.812,75.0,True
121,10.812,75.0,True
122,10.875,75.0,True
