0,62.75,63.0,True
10.0,62.812,63.0,True
20.0,62.875,63.0,True
30.0,62.812,63.0,True
40.0,62.812,63.0,True
50.0,62.812,63.0,True
60.0,62.875,63.0,True
70.0,62.75,63.0,True
80.0,62.75,63.0,True
90.0,62.625,63.0,True
100.0,62.625,63.0,True
110.0,62.625,63.0,True
120.0,62.625,63.0,True
130.0,62.625,63.0,True
140.0,62.625,63.0,True
150.0,62.687,63.0,True
160.0,62.687,63.0,True
170.0,62.75,63.0,True
180.0,62.75,63.0,True
190.0,62.75,63.0,True
200.0,62.75,63.0,True
210.0,62.812,63.0,True
220.0,62.875,63.0,True
230.0,62.937,63.0,True
240.0,63.0,63.0,False
250.0,63.0,63.0,False
260.0,63.0,63.0,False
270.0,63.0,63.0,False
280.0,63.062,63.0,False
290.0,63.062,63.0,False
300.0,63.125,63.0,False
310.0,63.187,63.0,False
320.0,63.25,63.0,False
330.0,63.25,63.0,False
340.0,63.25,63.0,False
350.0,63.312,63.0,False
360.0,63.375,63.0,False
370.0,63.375,63.0,False
380.0,63.437,63.0,False
390.0,63.5,63.0,False
400.0,63.5,63.0,False
410.0,63.5,63.0,False
420.0,63.562,63.0,False
430.0,63.562,63.0,False
440.0,63.625,63.0,False
450.0,63.625,63.0,False
460.0,63.687,63.0,False
470.0,63.687,63.0,False
480.0,63.75,63.0,False
490.0,63.75,63.0,False
500.0,63.812,63.0,False
510.0,63.812,63.0,False
520.0,63.875,63.0,False
530.0,63.875,63.0,False
540.0,63.937,63.0,False
550.0,64.0,63.0,False
560.0,64.0,63.0,False
570.0,63.875,63.0,False
580.0,63.812,63.0,False
590.0,63.75,63.0,False
600.0,63.625,63.0,False
610.0,63.562,63.0,False
620.0,63.5,63.0,False
630.0,63.5,63.0,False
640.0,63.375,63.0,False
650.0,63.312,63.0,False
660.0,63.187,63.0,False
670.0,63.125,63.0,False
680.0,63.062,63.0,False
690.0,63.062,63.0,False
700.0,62.937,63.0,True
710.0,62.875,63.0,True
720.0,62.812,63.0,True
730.0,62.812,63.0,True
740.0,62.625,63.0,True
750.0,62.562,63.0,True
760.0,62.562,63.0,True
770.0,62.5,63.0,True
780.0,62.312,63.0,True
790.0,62.187,63.0,True
800.0,62.25,63.0,True
810.0,61.812,63.0,True
820.0,61.937,63.0,True
830.0,61.562,63.0,True
840.0,61.125,63.0,True
850.0,61.0,63.0,True
860.0,60.687,63.0,True
870.0,60.437,63.0,True
880.0,60.562,63.0,True
890.0,60.687,63.0,True
900.0,60.562,63.0,True
910.0,60.375,63.0,True
920.0,60.25,63.0,True
930.0,60.125,63.0,True
940.0,60.062,63.0,True
950.0,59.937,63.0,True
